,year,target_area,no_of_place,sleepnights,accommodation,number_of_ppl,number_of_children,cost_total_trip,cost_total_per_person,satisfied,sex,age,month,living_area,target_beforesplit,transportation,reason,relationship,target_1,target_2,target_3,target_4,target_5,target_6,target_7,target_8,target_9,target_10,target_11,target_12,target_14,target_15,target_16,target_17,target_area1,target_area2,target_area3,target_area4,target_area5,target_area6,target_area7,target_area8,target_area9,target_area10,target_area11,transportation1,transportation2,transportation3,reason1,reason2,reason3,accommodation_1,accommodation_2,accommodation_3,accommodation_4,accommodation_5,accommodation_6,accommodation_7,accommodation_8,accommodation_9,accommodation_10,accommodation_11,accommodation_12,accommodation_13,accommodation_14
9932,2020.0,"35380,35380",2,1,12,4.0,0.0,200000.0,52500.0,5.0,2.0,46.0,11.0,13.0,"1,2,6,8",1,"1,14,5",1,1.0,1.0,,,,1.0,,1.0,,,,,,,,,35380,35380,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,
9933,2020.0,"35380,35380",2,0,0,3.0,0.0,44000.0,44000.0,4.0,1.0,55.0,11.0,13.0,"1,2,4,6",1,"2,5,4",1,1.0,1.0,,1.0,,1.0,,,,,,,,,,,35380,35380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9934,2020.0,35330,1,0,0,3.0,0.0,51000.0,51000.0,5.0,2.0,43.0,11.0,13.0,"1,2,6,8",1,"1,14,2",3,1.0,1.0,,,,1.0,,1.0,,,,,,,,,35330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9935,2020.0,"37010,37010,37010,37010",4,1,1,3.0,1.0,322999.0,129833.0,5.0,1.0,43.0,11.0,13.0,"1,2,5,6,8",1,"8,2,11",1,1.0,1.0,,,1.0,1.0,,1.0,,,,,,,,,37010,37010,37010,37010,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
9936,2020.0,"36480,36480",2,0,0,4.0,0.0,54800.0,54800.0,5.0,1.0,67.0,11.0,13.0,"1,2,6",1,"8,2,5",3,1.0,1.0,,,,1.0,,,,,,,,,,,36480,36480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9937,2020.0,38050,1,0,0,4.0,0.0,315000.0,78750.0,4.0,2.0,17.0,12.0,13.0,"1,2,16",1,"5,14,12",1,1.0,1.0,,,,,,,,,,,,,1.0,,38050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9938,2020.0,36480,1,0,0,2.0,0.0,180000.0,90000.0,5.0,1.0,54.0,12.0,13.0,"1,2,6,15",1,"11,2,14",1,1.0,1.0,,,,1.0,,,,,,,,1.0,,,36480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9939,2020.0,24020,1,0,0,4.0,0.0,375000.0,93750.0,5.0,1.0,35.0,12.0,13.0,"2,6,17",1,"4,2,5",4,,1.0,,,,1.0,,,,,,,,,,1.0,24020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9940,2020.0,24010,1,0,0,2.0,0.0,144000.0,72000.0,5.0,2.0,54.0,12.0,13.0,"1,6",1,"5,1,2",4,1.0,,,,,1.0,,,,,,,,,,,24010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9941,2020.0,32040,1,0,0,4.0,0.0,550000.0,137500.0,5.0,1.0,22.0,12.0,13.0,"1,6",1,"2,5,14",3,1.0,,,,,1.0,,,,,,,,,,,32040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9942,2020.0,24020,1,0,0,3.0,0.0,378003.0,126001.0,5.0,1.0,53.0,12.0,13.0,"1,6,17",1,"4,5,11",3,1.0,,,,,1.0,,,,,,,,,,1.0,24020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9943,2020.0,35050,1,0,0,2.0,0.0,150000.0,75000.0,4.0,2.0,53.0,6.0,13.0,"1,2",1,2,1,1.0,1.0,,,,,,,,,,,,,,,35050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9944,2020.0,35050,1,1,3,4.0,2.0,300000.0,75000.0,4.0,2.0,48.0,6.0,13.0,"1,6",1,"2,4",1,1.0,,,,,1.0,,,,,,,,,,,35050,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
9945,2020.0,35330,1,0,0,4.0,2.0,200000.0,50000.0,4.0,2.0,38.0,6.0,13.0,1,1,"2,1",1,1.0,,,,,,,,,,,,,,,,35330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9946,2020.0,35380,1,1,3,2.0,0.0,200000.0,100000.0,5.0,1.0,32.0,6.0,13.0,"1,6",1,"2,1",3,1.0,,,,,1.0,,,,,,,,,,,35380,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
9947,2020.0,"36030,36030",2,0,0,3.0,0.0,155001.0,51667.0,5.0,2.0,61.0,4.0,13.0,"1,2,5,6,16",1,"5,9,1",1,1.0,1.0,,,1.0,1.0,,,,,,,,,1.0,,36030,36030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9948,2020.0,"35380,35380",2,0,0,4.0,1.0,157000.0,39250.0,4.0,1.0,57.0,4.0,13.0,"1,2,6,16",1,"2,3,4",1,1.0,1.0,,,,1.0,,,,,,,,,1.0,,35380,35380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9949,2020.0,"38090,38090,36330,36330",4,"1,0",3,2.0,0.0,352000.0,190000.0,4.0,1.0,42.0,5.0,13.0,"1,5,6,17",1,"6,4,1",3,1.0,,,,1.0,1.0,,,,,,,,,,1.0,38090,38090,36330,36330,,,,,,,,,,,,,,3.0,0.0,,,,,,,,,,,,
9950,2020.0,"36310,36310",2,0,0,4.0,1.0,101001.0,33667.0,4.0,2.0,17.0,8.0,13.0,"1,6",1,"4,11,1",1,1.0,,,,,1.0,,,,,,,,,,,36310,36310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9951,2020.0,"36420,36420",2,0,0,2.0,0.0,144000.0,87000.0,4.0,2.0,22.0,9.0,13.0,"2,6",1,"1,8,5",3,,1.0,,,,1.0,,,,,,,,,,,36420,36420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9952,2020.0,35340,1,0,0,2.0,0.0,200000.0,100000.0,4.0,2.0,53.0,6.0,13.0,1,1,2,1,1.0,,,,,,,,,,,,,,,,35340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9953,2020.0,36020,1,1,3,4.0,0.0,450000.0,112500.0,5.0,1.0,28.0,6.0,13.0,"1,6",1,2,3,1.0,,,,,1.0,,,,,,,,,,,36020,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
9954,2020.0,35380,1,0,0,2.0,0.0,150000.0,75000.0,5.0,1.0,48.0,6.0,13.0,"1,2",1,"2,8",1,1.0,1.0,,,,,,,,,,,,,,,35380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9955,2020.0,35330,1,0,0,2.0,0.0,200000.0,100000.0,4.0,2.0,25.0,6.0,13.0,1,1,2,3,1.0,,,,,,,,,,,,,,,,35330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9956,2020.0,35380,1,1,3,4.0,2.0,400000.0,100000.0,4.0,2.0,48.0,6.0,13.0,"1,6",1,2,1,1.0,,,,,1.0,,,,,,,,,,,35380,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
9957,2020.0,35050,1,0,0,2.0,0.0,153002.0,52334.0,4.0,2.0,43.0,10.0,13.0,1,1,8,3,1.0,,,,,,,,,,,,,,,,35050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9958,2020.0,34060,1,0,0,3.0,0.0,126003.0,42001.0,4.0,2.0,25.0,10.0,13.0,2,1,2,3,,1.0,,,,,,,,,,,,,,,34060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9959,2020.0,36460,1,0,0,4.0,0.0,287000.0,71750.0,5.0,2.0,62.0,10.0,13.0,2,1,"2,3",1,,1.0,,,,,,,,,,,,,,,36460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9960,2020.0,"36310,36310",2,1,11,2.0,1.0,295000.0,147500.0,5.0,1.0,29.0,7.0,13.0,"1,6",1,"2,4,8",3,1.0,,,,,1.0,,,,,,,,,,,36310,36310,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,
9961,2020.0,36390,1,0,0,3.0,0.0,144000.0,48000.0,3.0,2.0,51.0,8.0,13.0,"1,6",1,"14,8,11",1,1.0,,,,,1.0,,,,,,,,,,,36390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9962,2020.0,35060,1,0,0,3.0,1.0,150000.0,50000.0,4.0,1.0,36.0,12.0,13.0,"1,2",1,"2,4",1,1.0,1.0,,,,,,,,,,,,,,,35060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9963,2020.0,"36360,36360",2,1,3,4.0,2.0,400000.0,100000.0,4.0,1.0,45.0,12.0,13.0,"1,2,6",1,2,1,1.0,1.0,,,,1.0,,,,,,,,,,,36360,36360,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
9964,2020.0,35320,1,0,0,2.0,0.0,150000.0,75000.0,4.0,1.0,55.0,12.0,13.0,"1,2",1,"2,1",1,1.0,1.0,,,,,,,,,,,,,,,35320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9965,2020.0,"36360,36360",2,1,3,4.0,0.0,400000.0,100000.0,5.0,1.0,28.0,12.0,13.0,"1,2,6",1,"1,2",3,1.0,1.0,,,,1.0,,,,,,,,,,,36360,36360,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
9966,2020.0,"35010,35380,35380",3,"0,1",3,4.0,0.0,450000.0,112500.0,4.0,2.0,27.0,12.0,13.0,"1,2,6",1,"2,4",3,1.0,1.0,,,,1.0,,,,,,,,,,,35010,35380,35380,,,,,,,,,,,,,,,0.0,3.0,,,,,,,,,,,,
9967,2020.0,35370,1,1,12,2.0,0.0,68000.0,34000.0,4.0,1.0,62.0,1.0,13.0,"1,2,6",1,"8,4,5",1,1.0,1.0,,,,1.0,,,,,,,,,,,35370,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,
9968,2020.0,"36030,36030",2,0,0,3.0,0.0,171003.0,57001.0,4.0,1.0,18.0,2.0,13.0,"1,2,6,16",1,"4,14,1",1,1.0,1.0,,,,1.0,,,,,,,,,1.0,,36030,36030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9969,2020.0,"34020,34020,38110",3,"0,0",,3.0,0.0,207999.0,69333.0,4.0,1.0,42.0,2.0,13.0,"1,4",1,"3,4,14",1,1.0,,,1.0,,,,,,,,,,,,,34020,34020,38110,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
9970,2020.0,"35050,35050,36400,36460,36400",5,"0,1",3,4.0,0.0,303000.0,75750.0,5.0,1.0,58.0,2.0,13.0,"1,6,16",1,"3,5,11",1,1.0,,,,,1.0,,,,,,,,,1.0,,35050,35050,36400,36460,36400,,,,,,,,,,,,,0.0,3.0,,,,,,,,,,,,
9971,2020.0,35380,1,1,3,4.0,2.0,300000.0,75000.0,4.0,1.0,37.0,4.0,13.0,"1,6",1,"2,1",1,1.0,,,,,1.0,,,,,,,,,,,35380,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
9972,2020.0,35010,1,0,0,3.0,1.0,210000.0,70000.0,4.0,2.0,47.0,4.0,13.0,1,1,"2,4",1,1.0,,,,,,,,,,,,,,,,35010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9973,2020.0,35380,1,1,3,2.0,0.0,200000.0,100000.0,4.0,1.0,54.0,5.0,13.0,"1,6",1,"2,1",1,1.0,,,,,1.0,,,,,,,,,,,35380,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
9974,2020.0,36320,1,1,3,4.0,2.0,400000.0,100000.0,5.0,2.0,38.0,5.0,13.0,"1,6",1,"2,1",1,1.0,,,,,1.0,,,,,,,,,,,36320,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
9975,2020.0,36370,1,0,0,4.0,0.0,200000.0,50000.0,4.0,2.0,56.0,5.0,13.0,"1,2",1,"2,8",3,1.0,1.0,,,,,,,,,,,,,,,36370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9976,2020.0,36480,1,1,3,4.0,0.0,350000.0,87500.0,4.0,1.0,31.0,5.0,13.0,"1,6",1,2,3,1.0,,,,,1.0,,,,,,,,,,,36480,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
9977,2020.0,35050,1,1,3,4.0,0.0,300000.0,75000.0,5.0,1.0,27.0,5.0,13.0,"1,6",1,"2,11",3,1.0,,,,,1.0,,,,,,,,,,,35050,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
9978,2020.0,"36030,36030",2,1,2,2.0,0.0,223000.0,111500.0,4.0,1.0,62.0,6.0,13.0,"1,6",1,5,1,1.0,,,,,1.0,,,,,,,,,,,36030,36030,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,
9979,2020.0,"35020,35020",2,0,0,3.0,0.0,152001.0,47167.0,4.0,2.0,42.0,8.0,13.0,6,1,"5,8",1,,,,,,1.0,,,,,,,,,,,35020,35020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9980,2020.0,36420,1,0,0,4.0,0.0,174000.0,43500.0,4.0,2.0,55.0,8.0,13.0,"1,7",1,"9,1,4",5,1.0,,,,,,1.0,,,,,,,,,,36420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9981,2020.0,"24010,24010,24010,24020",4,1,12,5.0,1.0,227001.0,60067.0,3.0,2.0,73.0,8.0,13.0,"2,4,8",6,"7,1,5",1,,1.0,,1.0,,,,1.0,,,,,,,,,24010,24010,24010,24020,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,
9982,2020.0,"36030,36030",2,0,0,4.0,2.0,211000.0,59750.0,4.0,1.0,74.0,8.0,13.0,"1,2,6",1,"8,1,5",1,1.0,1.0,,,,1.0,,,,,,,,,,,36030,36030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9983,2020.0,"33330,38340,34340",3,1,3,4.0,1.0,287000.0,71750.0,4.0,1.0,45.0,10.0,13.0,"1,5,6",1,"5,9,4",1,1.0,,,,1.0,1.0,,,,,,,,,,,33330,38340,34340,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
9984,2020.0,31370,1,0,0,4.0,0.0,355000.0,88750.0,5.0,2.0,63.0,11.0,13.0,"1,6",1,"4,2,5",1,1.0,,,,,1.0,,,,,,,,,,,31370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9985,2020.0,"36020,36020",2,0,0,3.0,0.0,150003.0,50001.0,3.0,1.0,75.0,10.0,13.0,"2,6",1,"5,3,4",1,,1.0,,,,1.0,,,,,,,,,,,36020,36020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9986,2020.0,35380,1,0,0,2.0,0.0,150000.0,75000.0,4.0,1.0,63.0,12.0,13.0,"1,2",1,2,1,1.0,1.0,,,,,,,,,,,,,,,35380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9987,2020.0,35380,1,0,0,4.0,2.0,200000.0,50000.0,4.0,2.0,45.0,12.0,13.0,"1,2",1,2,1,1.0,1.0,,,,,,,,,,,,,,,35380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9988,2020.0,35040,1,0,0,2.0,0.0,150000.0,75000.0,4.0,1.0,55.0,12.0,13.0,"1,2",1,"2,4",1,1.0,1.0,,,,,,,,,,,,,,,35040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9989,2020.0,"36360,36360",2,1,3,4.0,1.0,400000.0,100000.0,5.0,2.0,17.0,12.0,13.0,"1,2,6,16",1,"2,4",1,1.0,1.0,,,,1.0,,,,,,,,,1.0,,36360,36360,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
9990,2020.0,"36320,36320",2,1,3,4.0,2.0,330000.0,82500.0,4.0,1.0,45.0,12.0,13.0,"1,2,6",1,"2,8",1,1.0,1.0,,,,1.0,,,,,,,,,,,36320,36320,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
9991,2020.0,"24030,35380",2,"0,2",3,6.0,1.0,654498.0,111083.0,5.0,2.0,74.0,1.0,13.0,"1,2,6,7",1,"8,6,14",1,1.0,1.0,,,,1.0,1.0,,,,,,,,,,24030,35380,,,,,,,,,,,,,,,,0.0,3.0,3.0,,,,,,,,,,,
9992,2020.0,"24040,36450",2,1,12,4.0,0.0,375000.0,131250.0,5.0,1.0,67.0,2.0,13.0,"2,6,15",1,"5,2,4",5,,1.0,,,,1.0,,,,,,,,1.0,,,24040,36450,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,
9993,2020.0,24010,1,0,0,4.0,0.0,94600.0,23650.0,5.0,1.0,53.0,2.0,13.0,6,1,5,1,,,,,,1.0,,,,,,,,,,,24010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9994,2020.0,24010,1,0,0,4.0,0.0,31600.0,15800.0,5.0,2.0,45.0,3.0,13.0,"2,6",1,5,1,,1.0,,,,1.0,,,,,,,,,,,24010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9995,2020.0,36440,1,0,0,4.0,0.0,67000.0,18000.0,5.0,2.0,46.0,4.0,13.0,1,1,5,1,1.0,,,,,,,,,,,,,,,,36440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9996,2020.0,"39020,39020",2,1,1,2.0,0.0,538000.0,269000.0,5.0,2.0,55.0,4.0,13.0,"2,6,11","3,8","14,12,5",1,,1.0,,,,1.0,,,,,1.0,,,,,,39020,39020,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
9997,2020.0,24050,1,0,0,1.0,,95000.0,95000.0,5.0,2.0,48.0,5.0,13.0,"1,6",1,5,,1.0,,,,,1.0,,,,,,,,,,,24050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9998,2020.0,"39020,39020",2,1,2,2.0,0.0,1850000.0,925000.0,4.0,1.0,45.0,6.0,13.0,"1,2","3,8","5,12",1,1.0,1.0,,,,,,,,,,,,,,,39020,39020,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,
9999,2020.0,"21010,21050,21010,21090",4,1,2,2.0,0.0,402000.0,229000.0,5.0,1.0,28.0,7.0,13.0,"1,4,6,8,9","1,4","3,12,1",3,1.0,,,1.0,,1.0,,1.0,1.0,,,,,,,,21010,21050,21010,21090,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,
10000,2020.0,"36030,36030",2,0,0,4.0,1.0,144000.0,36000.0,5.0,2.0,41.0,7.0,13.0,"1,4",1,"4,3,5",1,1.0,,,1.0,,,,,,,,,,,,,36030,36030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10001,2020.0,35320,1,0,0,2.0,0.0,150000.0,75000.0,4.0,1.0,63.0,8.0,13.0,"1,2",1,"2,11",1,1.0,1.0,,,,,,,,,,,,,,,35320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10002,2020.0,"35340,35340",2,1,3,3.0,0.0,364998.0,121666.0,4.0,1.0,27.0,8.0,13.0,"1,6",1,2,3,1.0,,,,,1.0,,,,,,,,,,,35340,35340,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
10003,2020.0,35050,1,0,0,2.0,0.0,150000.0,75000.0,4.0,2.0,57.0,8.0,13.0,"1,2",1,"2,8",1,1.0,1.0,,,,,,,,,,,,,,,35050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10004,2020.0,36460,1,1,3,4.0,2.0,330000.0,82500.0,5.0,2.0,48.0,8.0,13.0,"1,2,6",1,"2,8",1,1.0,1.0,,,,1.0,,,,,,,,,,,36460,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
10005,2020.0,36020,1,1,3,4.0,2.0,400000.0,100000.0,4.0,1.0,47.0,8.0,13.0,"1,6",1,"2,8",1,1.0,,,,,1.0,,,,,,,,,,,36020,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
10006,2020.0,"36470,36470,24010,24010",4,"0,0",,2.0,0.0,175000.0,87500.0,4.0,1.0,46.0,10.0,13.0,"4,6,12",1,"4,5,2",4,,,,1.0,,1.0,,,,,,1.0,,,,,36470,36470,24010,24010,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
10007,2020.0,"36030,36030,36060",3,1,3,2.0,0.0,287000.0,143500.0,5.0,1.0,27.0,10.0,13.0,"1,2,4,6",1,"8,2,4",3,1.0,1.0,,1.0,,1.0,,,,,,,,,,,36030,36030,36060,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
10008,2020.0,"35010,35010",2,1,1,2.0,0.0,258000.0,179000.0,5.0,2.0,31.0,11.0,13.0,"1,6,8,9,15,16",1,"5,12,14",3,1.0,,,,,1.0,,1.0,1.0,,,,,1.0,1.0,,35010,35010,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
10009,2020.0,35020,1,0,0,3.0,0.0,105501.0,35167.0,4.0,1.0,57.0,11.0,13.0,"1,2,6",1,"1,2,8",3,1.0,1.0,,,,1.0,,,,,,,,,,,35020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10010,2020.0,"36020,36020,36020",3,0,0,4.0,1.0,198000.0,51500.0,5.0,2.0,43.0,12.0,13.0,"1,6,9","1,4","3,5,9",1,1.0,,,,,1.0,,,1.0,,,,,,,,36020,36020,36020,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10011,2020.0,35050,1,0,0,10.0,0.0,540000.0,57000.0,4.0,2.0,68.0,1.0,14.0,"6,7","7,8","3,11,4",5,,,,,,1.0,1.0,,,,,,,,,,35050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10012,2020.0,"11010,11020,11030,11040",4,2,"12,12",3.0,0.0,694000.0,318000.0,4.0,1.0,16.0,1.0,14.0,"1,4,6",1,"2,12,5",1,1.0,,,1.0,,1.0,,,,,,,,,,,11010,11020,11030,11040,,,,,,,,,,,,,,12.0,12.0,,,,,,,,,,,,
10013,2020.0,"36480,36480,36480",3,0,0,3.0,1.0,284999.0,108333.0,3.0,1.0,48.0,1.0,14.0,"1,2,6",1,"1,9,2",1,1.0,1.0,,,,1.0,,,,,,,,,,,36480,36480,36480,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10014,2020.0,"36370,36370,35030,35030",4,"0,1",12,4.0,1.0,352001.0,98167.0,4.0,2.0,18.0,1.0,14.0,"1,6,16",1,"6,1,14",1,1.0,,,,,1.0,,,,,,,,,1.0,,36370,36370,35030,35030,,,,,,,,,,,,,,0.0,12.0,,,,,,,,,,,,
10015,2020.0,36030,1,0,0,5.0,2.0,162000.0,32400.0,5.0,2.0,54.0,1.0,14.0,"4,6,16",1,"14,11,3",1,,,,1.0,,1.0,,,,,,,,,1.0,,36030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10016,2020.0,35010,1,0,0,4.0,0.0,196001.0,49917.0,4.0,1.0,56.0,1.0,14.0,"1,9",1,"5,11,1",1,1.0,,,,,,,,1.0,,,,,,,,35010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10017,2020.0,"35020,35020,35380,35380",4,"0,0",,5.0,1.0,182999.0,57533.0,4.0,2.0,41.0,1.0,14.0,"1,4,6",1,"5,4,1","1,2",1.0,,,1.0,,1.0,,,,,,,,,,,35020,35020,35380,35380,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
10018,2020.0,"38370,38370,38030",3,1,3,8.0,3.0,746000.0,102750.0,4.0,1.0,64.0,1.0,14.0,"1,6,16",1,"2,14,5","1,2",1.0,,,,,1.0,,,,,,,,,1.0,,38370,38370,38030,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
10019,2020.0,"21030,21010,21010",3,1,2,3.0,0.0,414000.0,138000.0,5.0,1.0,23.0,1.0,14.0,"2,6,11",6,"5,12,11",3,,1.0,,,,1.0,,,,,1.0,,,,,,21030,21010,21010,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,
10020,2020.0,"36030,35380,35380,35020,35380",5,"0,2","12,12",4.0,0.0,459000.0,119250.0,4.0,1.0,51.0,1.0,14.0,"1,6",1,"9,5,4",1,1.0,,,,,1.0,,,,,,,,,,,36030,35380,35380,35020,35380,,,,,,,,,,,,,0.0,12.0,12.0,,,,,,,,,,,
10021,2020.0,36030,1,0,0,4.0,0.0,400000.0,100000.0,5.0,1.0,59.0,2.0,14.0,"1,3",1,"15,1,14",3,1.0,,1.0,,,,,,,,,,,,,,36030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10022,2020.0,35010,1,0,0,2.0,0.0,90000.0,32500.0,4.0,1.0,66.0,2.0,14.0,"1,15",1,"1,14,3",1,1.0,,,,,,,,,,,,,1.0,,,35010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10023,2020.0,"36020,36030",2,1,2,5.0,0.0,400000.0,80000.0,4.0,2.0,21.0,2.0,14.0,"1,2,6","6,10","8,1,2",3,1.0,1.0,,,,1.0,,,,,,,,,,,36020,36030,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,
10024,2020.0,11250,1,0,0,2.0,0.0,150000.0,75000.0,4.0,1.0,47.0,2.0,14.0,2,"5,2",14,4,,1.0,,,,,,,,,,,,,,,11250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10025,2020.0,36030,1,0,0,2.0,0.0,210000.0,105000.0,4.0,2.0,32.0,2.0,14.0,"1,15",1,"1,2,9",1,1.0,,,,,,,,,,,,,1.0,,,36030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10026,2020.0,24050,1,1,2,1.0,,195000.0,195000.0,4.0,1.0,43.0,3.0,14.0,"2,6,15",1,4,,,1.0,,,,1.0,,,,,,,,1.0,,,24050,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,
10027,2020.0,36420,1,0,0,2.0,0.0,32000.0,16000.0,4.0,1.0,55.0,4.0,14.0,"1,6",1,"2,11",3,1.0,,,,,1.0,,,,,,,,,,,36420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10028,2020.0,36320,1,0,0,4.0,0.0,256000.0,64000.0,4.0,1.0,63.0,4.0,14.0,1,1,"8,2",1,1.0,,,,,,,,,,,,,,,,36320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10029,2020.0,36390,1,0,0,4.0,0.0,162000.0,40500.0,4.0,2.0,64.0,4.0,14.0,1,1,"2,4",1,1.0,,,,,,,,,,,,,,,,36390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10030,2020.0,36390,1,0,0,2.0,0.0,98001.0,43167.0,4.0,2.0,52.0,4.0,14.0,"1,6",1,"12,2",3,1.0,,,,,1.0,,,,,,,,,,,36390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10031,2020.0,36320,1,0,0,4.0,1.0,98001.0,35667.0,4.0,1.0,45.0,4.0,14.0,1,1,"2,4",2,1.0,,,,,,,,,,,,,,,,36320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10032,2020.0,36350,1,0,0,3.0,0.0,99999.0,33333.0,4.0,1.0,33.0,4.0,14.0,"1,6",1,2,1,1.0,,,,,1.0,,,,,,,,,,,36350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10033,2020.0,36420,1,0,0,2.0,0.0,100000.0,50000.0,4.0,1.0,72.0,4.0,14.0,"6,11",1,"2,3",1,,,,,,1.0,,,,,1.0,,,,,,36420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10034,2020.0,36430,1,0,0,3.0,0.0,41000.0,41000.0,5.0,2.0,54.0,5.0,14.0,"1,2,6,7",1,"5,10,2",3,1.0,1.0,,,,1.0,1.0,,,,,,,,,,36430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
