,year,target_area,no_of_place,sleepnights,accommodation,number_of_ppl,number_of_children,cost_total_trip,cost_total_per_person,satisfied,sex,age,month,living_area,target_beforesplit,transportation,reason,relationship,target_1,target_2,target_3,target_4,target_5,target_6,target_7,target_8,target_9,target_10,target_11,target_12,target_14,target_15,target_16,target_17,target_area1,target_area2,target_area3,target_area4,target_area5,target_area6,target_area7,target_area8,target_area9,target_area10,target_area11,transportation1,transportation2,transportation3,reason1,reason2,reason3,accommodation_1,accommodation_2,accommodation_3,accommodation_4,accommodation_5,accommodation_6,accommodation_7,accommodation_8,accommodation_9,accommodation_10,accommodation_11,accommodation_12,accommodation_13,accommodation_14
0,2020.0,"23310,23310",2,1,3,2.0,0.0,439000.0,219500.0,4.0,1.0,28.0,1.0,1.0,"1,2,6",1,"9,5,14",3,1.0,1.0,,,,1.0,,,,,,,,,,,23310,23310,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
1,2020.0,31160,1,0,0,4.0,0.0,70002.0,23334.0,4.0,1.0,57.0,2.0,1.0,"1,6",1,"2,4,11",3,1.0,,,,,1.0,,,,,,,,,,,31160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2020.0,31110,1,0,0,3.0,0.0,74500.0,26500.0,4.0,2.0,19.0,2.0,1.0,5,"5,2","12,5,9",3,,,,,1.0,,,,,,,,,,,,31110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2020.0,"23080,31270",2,"0,0",,2.0,0.0,100000.0,50000.0,4.0,2.0,36.0,2.0,1.0,"1,2,6",1,"9,5,1",3,1.0,1.0,,,,1.0,,,,,,,,,,,23080,31270,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
4,2020.0,"32400,32390",2,1,11,4.0,0.0,400000.0,100000.0,4.0,1.0,26.0,2.0,1.0,"1,2,6",1,"12,6,5",3,1.0,1.0,,,,1.0,,,,,,,,,,,32400,32390,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,
5,2020.0,"39010,39010,39010,39010",4,2,"4,4",2.0,0.0,794000.0,681500.0,4.0,2.0,27.0,1.0,1.0,"1,2,4,6","3,10","6,1,14",3,1.0,1.0,,1.0,,1.0,,,,,,,,,,,39010,39010,39010,39010,,,,,,,,,,,,,,4.0,4.0,,,,,,,,,,,,
6,2020.0,"38360,38360,38360",3,2,"3,3",4.0,0.0,1101000.0,303750.0,5.0,2.0,52.0,1.0,1.0,"1,4,6",1,"2,1,11",1,1.0,,,1.0,,1.0,,,,,,,,,,,38360,38360,38360,,,,,,,,,,,,,,,3.0,3.0,,,,,,,,,,,,
7,2020.0,31130,1,0,0,3.0,0.0,37000.0,37000.0,5.0,1.0,49.0,3.0,1.0,"1,2","5,6,2","11,5,9",3,1.0,1.0,,,,,,,,,,,,,,,31130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2020.0,31370,1,0,0,4.0,0.0,124000.0,86500.0,5.0,1.0,27.0,3.0,1.0,"1,2,6",1,"14,2,4",4,1.0,1.0,,,,1.0,,,,,,,,,,,31370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2020.0,35330,1,1,3,5.0,0.0,272500.0,160500.0,5.0,2.0,50.0,4.0,1.0,"1,2","5,2,10","14,11,1",3,1.0,1.0,,,,,,,,,,,,,,,35330,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
10,2020.0,31370,1,0,0,3.0,0.0,219000.0,73000.0,5.0,1.0,63.0,4.0,1.0,"1,2",1,"3,5,4",1,1.0,1.0,,,,,,,,,,,,,,,31370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2020.0,"35020,35020,35020",3,2,"10,10",3.0,0.0,544999.0,390333.0,4.0,1.0,27.0,4.0,1.0,"1,2","2,4,10","11,2,8",3,1.0,1.0,,,,,,,,,,,,,,,35020,35020,35020,,,,,,,,,,,,,,,10.0,10.0,,,,,,,,,,,,
12,2020.0,"34050,34050",2,1,3,3.0,0.0,362998.0,193666.0,4.0,1.0,49.0,4.0,1.0,"1,2,4,6",1,"14,9,11",1,1.0,1.0,,1.0,,1.0,,,,,,,,,,,34050,34050,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
13,2020.0,31370,1,0,0,2.0,0.0,91000.0,91000.0,5.0,1.0,63.0,5.0,1.0,"2,5,11",1,"4,9,14",1,,1.0,,,1.0,,,,,,1.0,,,,,,31370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,2020.0,"33380,33380",2,1,3,4.0,0.0,110000.0,110000.0,4.0,2.0,49.0,5.0,1.0,"1,2,6","5,7","3,5,14",3,1.0,1.0,,,,1.0,,,,,,,,,,,33380,33380,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
15,2020.0,31130,1,0,0,2.0,0.0,78000.0,60500.0,4.0,1.0,28.0,5.0,1.0,"1,2",1,"14,3,1",3,1.0,1.0,,,,,,,,,,,,,,,31130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2020.0,"31380,31380",2,1,3,5.0,0.0,325000.0,149000.0,5.0,2.0,63.0,5.0,1.0,"1,2,6",1,"5,3,9",3,1.0,1.0,,,,1.0,,,,,,,,,,,31380,31380,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
17,2020.0,"32030,32030,32030",3,1,4,4.0,0.0,392000.0,380000.0,4.0,1.0,28.0,6.0,1.0,"1,2,4,6,8","6,5,2","1,6,2",3,1.0,1.0,,1.0,,1.0,,1.0,,,,,,,,,32030,32030,32030,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,
18,2020.0,"31370,31370",2,0,0,7.0,0.0,68000.0,68000.0,4.0,1.0,19.0,6.0,1.0,"1,2","5,2","1,11,4",3,1.0,1.0,,,,,,,,,,,,,,,31370,31370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,2020.0,31270,1,0,0,2.0,0.0,79000.0,49000.0,5.0,2.0,34.0,6.0,1.0,"1,2",1,"5,9,11",3,1.0,1.0,,,,,,,,,,,,,,,31270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,2020.0,"37020,37020,37020,37020,37020",5,2,"4,4",2.0,0.0,533000.0,408000.0,4.0,1.0,27.0,6.0,1.0,"1,2,4,6,9","2,10,5","12,4,2",3,1.0,1.0,,1.0,,1.0,,,1.0,,,,,,,,37020,37020,37020,37020,37020,,,,,,,,,,,,,4.0,4.0,,,,,,,,,,,,
21,2020.0,31110,1,0,0,4.0,0.0,31000.0,31000.0,4.0,2.0,19.0,6.0,1.0,"1,9","5,2","2,9,3",3,1.0,,,,,,,,1.0,,,,,,,,31110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,2020.0,"32030,32030,32030,32030",4,2,"1,1",4.0,0.0,650000.0,327500.0,5.0,2.0,45.0,7.0,1.0,"1,2,6,8",1,"14,1,2",1,1.0,1.0,,,,1.0,,1.0,,,,,,,,,32030,32030,32030,32030,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,
23,2020.0,"34030,34030",2,1,4,4.0,0.0,331000.0,158500.0,4.0,2.0,34.0,7.0,1.0,"1,2,6,9",1,"4,5,6",3,1.0,1.0,,,,1.0,,,1.0,,,,,,,,34030,34030,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,
24,2020.0,31240,1,1,10,3.0,0.0,312002.0,150667.0,4.0,1.0,27.0,7.0,1.0,"1,2",8,"5,2,9",3,1.0,1.0,,,,,,,,,,,,,,,31240,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,
25,2020.0,"36460,36460,36460",3,2,3,2.0,0.0,515000.0,394500.0,5.0,2.0,29.0,8.0,1.0,"1,2,4,6","2,4","1,2,8",3,1.0,1.0,,1.0,,1.0,,,,,,,,,,,36460,36460,36460,,,,,,,,,,,,,,,3.0,3.0,,,,,,,,,,,,
26,2020.0,"36360,36360",2,1,4,3.0,0.0,480000.0,240000.0,5.0,2.0,34.0,8.0,1.0,"1,2,6",1,"1,14,11",3,1.0,1.0,,,,1.0,,,,,,,,,,,36360,36360,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,
27,2020.0,31370,1,0,0,4.0,0.0,134000.0,84000.0,4.0,1.0,29.0,8.0,1.0,"1,2",8,"2,5,1",3,1.0,1.0,,,,,,,,,,,,,,,31370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,2020.0,31200,1,0,0,4.0,0.0,60000.0,48750.0,3.0,2.0,28.0,2.0,1.0,"1,2","5,10,2","11,2,8",3,1.0,1.0,,,,,,,,,,,,,,,31200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,2020.0,"31270,31280",2,"0,0",,4.0,0.0,165000.0,41250.0,4.0,2.0,56.0,2.0,1.0,"2,6,7",1,"9,1,4",3,,1.0,,,,1.0,1.0,,,,,,,,,,31270,31280,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
30,2020.0,31260,1,0,0,3.0,0.0,110001.0,36667.0,4.0,2.0,63.0,2.0,1.0,"1,2,6",1,"4,1",3,1.0,1.0,,,,1.0,,,,,,,,,,,31260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,2020.0,31370,1,0,0,1.0,,70000.0,70000.0,4.0,1.0,38.0,2.0,1.0,1,1,"5,1",,1.0,,,,,,,,,,,,,,,,31370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,2020.0,31110,1,0,0,4.0,0.0,150000.0,37500.0,4.0,2.0,36.0,9.0,1.0,"1,2","5,2","2,4,11",3,1.0,1.0,,,,,,,,,,,,,,,31110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,2020.0,"32010,32010",2,1,11,4.0,0.0,360000.0,90000.0,4.0,2.0,27.0,9.0,1.0,"1,2,6",1,"4,1,6",3,1.0,1.0,,,,1.0,,,,,,,,,,,32010,32010,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,
34,2020.0,32010,1,0,0,2.0,0.0,152000.0,76000.0,4.0,1.0,36.0,10.0,1.0,"1,2,6",1,"2,4,8",3,1.0,1.0,,,,1.0,,,,,,,,,,,32010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,2020.0,"32060,32060",2,1,4,4.0,0.0,628000.0,157000.0,4.0,2.0,35.0,10.0,1.0,"2,3,6",1,"6,2,11",3,,1.0,1.0,,,1.0,,,,,,,,,,,32060,32060,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,
36,2020.0,"38390,38390",2,1,10,4.0,2.0,618000.0,154500.0,4.0,2.0,38.0,3.0,1.0,"1,2,6,7",1,"1,2,11",1,1.0,1.0,,,,1.0,1.0,,,,,,,,,,38390,38390,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,
37,2020.0,31130,1,0,0,2.0,0.0,50000.0,25000.0,4.0,1.0,42.0,3.0,1.0,"2,6",6,"2,4,5",1,,1.0,,,,1.0,,,,,,,,,,,31130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,2020.0,31200,1,0,0,3.0,0.0,519999.0,173333.0,4.0,2.0,27.0,11.0,1.0,"2,6",1,"7,11,4",3,,1.0,,,,1.0,,,,,,,,,,,31200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,2020.0,31260,1,0,0,2.0,0.0,75000.0,37500.0,4.0,1.0,57.0,11.0,1.0,"1,2",1,"4,11,1",3,1.0,1.0,,,,,,,,,,,,,,,31260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,2020.0,31270,1,0,0,2.0,0.0,150000.0,60000.0,4.0,1.0,48.0,11.0,1.0,"1,2,6",1,"11,8,4",3,1.0,1.0,,,,1.0,,,,,,,,,,,31270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,2020.0,31210,1,0,0,2.0,0.0,490000.0,245000.0,4.0,2.0,37.0,11.0,1.0,"1,2,8",1,"4,7,8",3,1.0,1.0,,,,,,1.0,,,,,,,,,31210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,2020.0,31210,1,0,0,2.0,0.0,267000.0,133500.0,4.0,1.0,37.0,12.0,1.0,"1,6,8",1,"4,8,7",3,1.0,,,,,1.0,,1.0,,,,,,,,,31210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,2020.0,23310,1,0,0,2.0,0.0,235000.0,117500.0,4.0,2.0,35.0,12.0,1.0,"1,2,6",1,"1,8,2",3,1.0,1.0,,,,1.0,,,,,,,,,,,23310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,2020.0,"31130,32010",2,"0,1",1,8.0,0.0,175000.0,175000.0,4.0,1.0,36.0,1.0,1.0,"1,6",1,"2,5,1",3,1.0,,,,,1.0,,,,,,,,,,,31130,32010,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,
45,2020.0,"32030,32030",2,1,1,5.0,0.0,195000.0,195000.0,4.0,1.0,62.0,1.0,1.0,"2,6",1,"2,1,5",3,,1.0,,,,1.0,,,,,,,,,,,32030,32030,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
46,2020.0,"21090,21010",2,1,1,2.0,0.0,270000.0,270000.0,4.0,2.0,28.0,1.0,1.0,"1,6",1,"8,1,2",1,1.0,,,,,1.0,,,,,,,,,,,21090,21010,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
47,2020.0,"31130,31130",2,1,3,4.0,2.0,602000.0,150500.0,4.0,1.0,45.0,4.0,1.0,"1,2,6",1,"2,4,11",1,1.0,1.0,,,,1.0,,,,,,,,,,,31130,31130,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
48,2020.0,"31370,31260",2,1,3,5.0,2.0,652000.0,130400.0,4.0,1.0,38.0,4.0,1.0,"1,2,6",1,"4,1,2","1,2",1.0,1.0,,,,1.0,,,,,,,,,,,31370,31260,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
49,2020.0,"37030,37030",2,1,4,4.0,2.0,650000.0,162500.0,4.0,2.0,44.0,4.0,1.0,"1,2,6,8",1,"1,2,5",1,1.0,1.0,,,,1.0,,1.0,,,,,,,,,37030,37030,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,
50,2020.0,32010,1,0,0,3.0,0.0,156003.0,52001.0,4.0,1.0,53.0,4.0,1.0,"1,2,6",1,"2,12,8",1,1.0,1.0,,,,1.0,,,,,,,,,,,32010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,2020.0,"32060,32060",2,1,4,5.0,1.0,875000.0,175000.0,4.0,1.0,17.0,5.0,1.0,"1,2,6",1,"2,1,8","1,2",1.0,1.0,,,,1.0,,,,,,,,,,,32060,32060,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,
52,2020.0,31370,1,0,0,4.0,1.0,185000.0,44750.0,4.0,2.0,54.0,5.0,1.0,"1,2,6",1,"2,5,4",1,1.0,1.0,,,,1.0,,,,,,,,,,,31370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,2020.0,31130,1,0,0,4.0,2.0,178000.0,44500.0,4.0,2.0,46.0,5.0,1.0,"1,2,6",1,"8,4,2",1,1.0,1.0,,,,1.0,,,,,,,,,,,31130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,2020.0,31010,1,0,0,4.0,0.0,198000.0,49500.0,4.0,1.0,53.0,5.0,1.0,"1,2,6",1,"2,4,3","1,2",1.0,1.0,,,,1.0,,,,,,,,,,,31010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,2020.0,"32020,32020",2,1,3,3.0,1.0,459999.0,153333.0,4.0,2.0,45.0,2.0,1.0,1,1,"12,5",1,1.0,,,,,,,,,,,,,,,,32020,32020,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
56,2020.0,31190,1,0,0,4.0,0.0,71000.0,71000.0,4.0,1.0,18.0,2.0,1.0,5,6,"2,4",3,,,,,1.0,,,,,,,,,,,,31190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,2020.0,31370,1,0,0,2.0,0.0,100000.0,50000.0,4.0,1.0,46.0,2.0,1.0,1,1,"1,5",1,1.0,,,,,,,,,,,,,,,,31370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,2020.0,34370,1,0,0,2.0,0.0,124000.0,62000.0,4.0,2.0,52.0,2.0,1.0,7,1,"4,3",1,,,,,,,1.0,,,,,,,,,,34370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,2020.0,31380,1,0,0,2.0,0.0,70000.0,35000.0,4.0,1.0,45.0,3.0,1.0,1,1,"4,2",1,1.0,,,,,,,,,,,,,,,,31380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,2020.0,31100,1,0,0,2.0,0.0,90000.0,45000.0,4.0,2.0,42.0,3.0,1.0,"1,2",1,"8,4",1,1.0,1.0,,,,,,,,,,,,,,,31100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,2020.0,31120,1,0,0,2.0,0.0,60000.0,30000.0,4.0,2.0,36.0,3.0,1.0,1,1,"4,2",1,1.0,,,,,,,,,,,,,,,,31120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,2020.0,31370,1,0,0,2.0,0.0,90000.0,30000.0,4.0,1.0,37.0,3.0,1.0,"1,6",1,1,3,1.0,,,,,1.0,,,,,,,,,,,31370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,2020.0,31380,1,0,0,3.0,1.0,144999.0,48333.0,4.0,2.0,45.0,4.0,1.0,"1,2,6",1,"4,2",1,1.0,1.0,,,,1.0,,,,,,,,,,,31380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,2020.0,31130,1,0,0,2.0,0.0,100000.0,50000.0,5.0,2.0,29.0,4.0,1.0,"1,2",1,"4,8",3,1.0,1.0,,,,,,,,,,,,,,,31130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,2020.0,"32060,32060",2,1,3,5.0,0.0,200000.0,140000.0,5.0,2.0,61.0,4.0,1.0,"1,4,6",1,"1,12",3,1.0,,,1.0,,1.0,,,,,,,,,,,32060,32060,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
66,2020.0,"31370,31370",2,0,0,2.0,0.0,122000.0,61000.0,4.0,2.0,34.0,4.0,1.0,"1,6",1,"4,2",1,1.0,,,,,1.0,,,,,,,,,,,31370,31370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,2020.0,"37020,37020",2,1,8,3.0,1.0,654999.0,218333.0,5.0,1.0,48.0,6.0,1.0,"1,2,4",1,"2,13",1,1.0,1.0,,1.0,,,,,,,,,,,,,37020,37020,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,
68,2020.0,31270,1,0,0,3.0,1.0,114999.0,38333.0,5.0,2.0,38.0,6.0,1.0,1,1,2,1,1.0,,,,,,,,,,,,,,,,31270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,2020.0,31280,1,0,0,3.0,1.0,144999.0,48333.0,5.0,2.0,42.0,6.0,1.0,"1,2",1,"3,2",1,1.0,1.0,,,,,,,,,,,,,,,31280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,2020.0,"35010,35010",2,1,8,4.0,0.0,243000.0,233000.0,4.0,2.0,28.0,6.0,1.0,"1,2,4",1,"1,2,8",3,1.0,1.0,,1.0,,,,,,,,,,,,,35010,35010,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,
71,2020.0,"32410,32390",2,1,3,4.0,0.0,245000.0,185000.0,5.0,2.0,56.0,6.0,1.0,"1,2,4",1,"2,1",3,1.0,1.0,,1.0,,,,,,,,,,,,,32410,32390,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
72,2020.0,"32060,32060",2,1,3,3.0,1.0,533001.0,177667.0,5.0,2.0,43.0,5.0,1.0,"1,2",1,"2,4,1",1,1.0,1.0,,,,,,,,,,,,,,,32060,32060,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
73,2020.0,23310,1,0,0,2.0,0.0,150000.0,75000.0,5.0,1.0,36.0,5.0,1.0,"1,2,6",1,"2,4",3,1.0,1.0,,,,1.0,,,,,,,,,,,23310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,2020.0,31270,1,0,0,3.0,1.0,194001.0,64667.0,5.0,2.0,38.0,5.0,1.0,"1,2",1,"2,1",1,1.0,1.0,,,,,,,,,,,,,,,31270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,2020.0,"36020,36020",2,1,1,3.0,0.0,275000.0,275000.0,5.0,2.0,63.0,5.0,1.0,"1,2,4","2,10,6","5,2",3,1.0,1.0,,1.0,,,,,,,,,,,,,36020,36020,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
76,2020.0,31370,1,0,0,2.0,0.0,110000.0,55000.0,5.0,2.0,28.0,5.0,1.0,1,1,"4,2",3,1.0,,,,,,,,,,,,,,,,31370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,2020.0,23010,1,0,0,3.0,0.0,238001.0,112667.0,4.0,2.0,45.0,7.0,1.0,"6,8",1,"3,7,4",1,,,,,,1.0,,1.0,,,,,,,,,23010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,2020.0,"32060,32060",2,2,7,6.0,0.0,452000.0,148500.0,5.0,2.0,63.0,7.0,1.0,"1,2,4,6",1,"6,2","1,2",1.0,1.0,,1.0,,1.0,,,,,,,,,,,32060,32060,,,,,,,,,,,,,,,,7.0,7.0,,,,,,,,,,,,
79,2020.0,34030,1,1,10,4.0,0.0,145000.0,135000.0,5.0,2.0,28.0,7.0,1.0,"1,6",1,"2,3,1",3,1.0,,,,,1.0,,,,,,,,,,,34030,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,
80,2020.0,"34380,34380",2,1,3,5.0,1.0,441000.0,174250.0,4.0,2.0,38.0,7.0,1.0,"1,2,6",1,"5,1,2","1,2",1.0,1.0,,,,1.0,,,,,,,,,,,34380,34380,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
81,2020.0,32010,1,0,0,3.0,1.0,291999.0,97333.0,5.0,1.0,43.0,7.0,1.0,"1,3",1,"4,10",1,1.0,,1.0,,,,,,,,,,,,,,32010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,2020.0,"34380,34380",2,1,3,4.0,0.0,490000.0,225000.0,4.0,1.0,37.0,8.0,1.0,"1,2,6",1,"2,6",3,1.0,1.0,,,,1.0,,,,,,,,,,,34380,34380,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
83,2020.0,"33030,33030",2,1,3,4.0,0.0,396000.0,198000.0,5.0,2.0,61.0,8.0,1.0,"1,6",1,"4,1","1,2",1.0,,,,,1.0,,,,,,,,,,,33030,33030,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
84,2020.0,"32060,32060",2,1,3,6.0,0.0,513998.0,230333.0,5.0,2.0,55.0,8.0,1.0,"1,6",1,"14,4,2","1,2",1.0,,,,,1.0,,,,,,,,,,,32060,32060,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
85,2020.0,"31370,31370",2,1,3,6.0,0.0,130000.0,115000.0,5.0,1.0,47.0,8.0,1.0,"1,6",1,"4,2,1","1,2",1.0,,,,,1.0,,,,,,,,,,,31370,31370,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
86,2020.0,35020,1,1,2,2.0,0.0,430000.0,215000.0,5.0,2.0,38.0,8.0,1.0,"1,3,6",1,"1,5,2",1,1.0,,1.0,,,1.0,,,,,,,,,,,35020,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,
87,2020.0,"35330,35330",2,1,3,4.0,0.0,200000.0,190000.0,5.0,1.0,28.0,8.0,1.0,"3,6",1,"2,10",3,,,1.0,,,1.0,,,,,,,,,,,35330,35330,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
88,2020.0,31270,1,0,0,2.0,0.0,149000.0,74500.0,5.0,2.0,28.0,6.0,1.0,1,1,"4,2",3,1.0,,,,,,,,,,,,,,,,31270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,2020.0,34050,1,0,0,2.0,0.0,142000.0,71000.0,4.0,1.0,37.0,6.0,1.0,"1,2",1,"2,4",3,1.0,1.0,,,,,,,,,,,,,,,34050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,2020.0,31130,1,0,0,3.0,1.0,150000.0,50000.0,5.0,2.0,36.0,6.0,1.0,"1,2,6",1,"4,1,2",1,1.0,1.0,,,,1.0,,,,,,,,,,,31130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,2020.0,31210,1,0,0,3.0,1.0,183000.0,61000.0,5.0,1.0,43.0,6.0,1.0,1,1,"4,2",1,1.0,,,,,,,,,,,,,,,,31210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,2020.0,23310,1,0,0,2.0,0.0,100000.0,50000.0,5.0,2.0,57.0,6.0,1.0,"1,4",1,"2,1",1,1.0,,,1.0,,,,,,,,,,,,,23310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,2020.0,23010,1,0,0,4.0,0.0,122000.0,61000.0,4.0,1.0,19.0,7.0,1.0,"1,6",1,"4,2",3,1.0,,,,,1.0,,,,,,,,,,,23010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,2020.0,"35330,35330,35330",3,2,"3,3",2.0,0.0,402000.0,201000.0,5.0,1.0,36.0,7.0,1.0,"1,2,6",1,"1,2",3,1.0,1.0,,,,1.0,,,,,,,,,,,35330,35330,35330,,,,,,,,,,,,,,,3.0,3.0,,,,,,,,,,,,
95,2020.0,23310,1,0,0,3.0,1.0,255000.0,85000.0,5.0,2.0,38.0,7.0,1.0,"1,2,4",1,"4,1",1,1.0,1.0,,1.0,,,,,,,,,,,,,23310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,2020.0,31380,1,0,0,2.0,0.0,144000.0,74000.0,5.0,2.0,29.0,7.0,1.0,"1,2,6",1,"2,1",3,1.0,1.0,,,,1.0,,,,,,,,,,,31380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,2020.0,31370,1,1,11,3.0,1.0,500001.0,166667.0,5.0,1.0,42.0,7.0,1.0,"1,2,3,6",1,"5,4,2",1,1.0,1.0,1.0,,,1.0,,,,,,,,,,,31370,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,
98,2020.0,"32340,32010,32010",3,1,8,4.0,0.0,489000.0,122250.0,5.0,2.0,57.0,7.0,1.0,"1,4",1,"2,1","1,2",1.0,,,1.0,,,,,,,,,,,,,32340,32010,32010,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,
99,2020.0,"36020,36020,36020",3,1,1,3.0,1.0,680004.0,226668.0,5.0,2.0,38.0,9.0,1.0,"1,2,4",1,"1,2,8",1,1.0,1.0,,1.0,,,,,,,,,,,,,36020,36020,36020,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
100,2020.0,32010,1,0,0,4.0,0.0,109000.0,109000.0,5.0,2.0,28.0,9.0,1.0,"1,3","1,4","2,4",3,1.0,,1.0,,,,,,,,,,,,,,32010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,2020.0,31130,1,0,0,3.0,1.0,140001.0,46667.0,5.0,2.0,45.0,9.0,1.0,"2,6",1,"3,2,1",1,,1.0,,,,1.0,,,,,,,,,,,31130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,2020.0,"38050,38050,38050",3,1,4,2.0,0.0,510000.0,255000.0,5.0,1.0,37.0,9.0,1.0,"1,3",1,"2,5",3,1.0,,1.0,,,,,,,,,,,,,,38050,38050,38050,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,
