,sex,age,area,q1,q3,q6,q9,q10,q11,q12,q13,q14,q15,q16,q17,q18,q19,q20,q21,q22,target_q7
2427,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,3.0,2.0,2.0,1.0,5.0,8.0,해수욕장이나 바다
2428,2.0,3.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,6.0,3.0,7.0,1.0,2.0,4.0,2.0,2.0,6.0,1.0,9.0,해수욕장이나 바다
2429,2.0,4.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,6.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,기타
2430,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,6.0,2.0,1.0,1.0,1.0,4.0,해수욕장이나 바다
2431,2.0,4.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,6.0,3.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,1.0,"강이나 계곡, 유원지 등"
2432,1.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,1.0,기타
2433,1.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,2.0,1.0,2.0,5.0,4.0,1.0,1.0,3.0,9.0,해수욕장이나 바다
2434,1.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,4.0,2.0,6.0,1.0,2.0,6.0,2.0,1.0,1.0,3.0,1.0,해수욕장이나 바다
2435,2.0,2.0,6.0,1.0,1.0,1.0,1.0,3.0,2.0,6.0,3.0,2.0,1.0,3.0,6.0,2.0,1.0,1.0,3.0,2.0,문화유적지
2436,1.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,"강이나 계곡, 유원지 등"
2437,1.0,5.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,"강이나 계곡, 유원지 등"
2438,2.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,5.0,1.0,해수욕장이나 바다
2439,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,2.0,6.0,2.0,1.0,1.0,5.0,1.0,"강이나 계곡, 유원지 등"
2440,1.0,3.0,3.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,"강이나 계곡, 유원지 등"
2441,1.0,5.0,4.0,1.0,1.0,1.0,1.0,4.0,2.0,5.0,1.0,6.0,1.0,3.0,2.0,1.0,1.0,1.0,5.0,4.0,"강이나 계곡, 유원지 등"
2442,2.0,2.0,5.0,1.0,1.0,1.0,2.0,1.0,2.0,5.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,산이나 국립공원
2443,2.0,2.0,6.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,2.0,3.0,5.0,2.0,1.0,2.0,1.0,1.0,7.0,1.0,기타
2444,2.0,3.0,6.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,6.0,1.0,2.0,2.0,2.0,1.0,1.0,5.0,3.0,해수욕장이나 바다
2445,1.0,5.0,5.0,1.0,1.0,1.0,1.0,5.0,2.0,2.0,2.0,6.0,1.0,4.0,6.0,1.0,1.0,1.0,5.0,4.0,해수욕장이나 바다
2446,2.0,3.0,2.0,1.0,1.0,1.0,4.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,6.0,1.0,"강이나 계곡, 유원지 등"
2447,1.0,3.0,6.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,6.0,1.0,"강이나 계곡, 유원지 등"
2448,2.0,3.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,5.0,2.0,7.0,1.0,3.0,3.0,3.0,2.0,1.0,5.0,1.0,해수욕장이나 바다
2449,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,2.0,1.0,2.0,6.0,2.0,3.0,2.0,3.0,1.0,"강이나 계곡, 유원지 등"
2450,2.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,"강이나 계곡, 유원지 등"
2451,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,4.0,1.0,3.0,4.0,2.0,1.0,4.0,4.0,4.0,산이나 국립공원
2452,1.0,3.0,5.0,1.0,1.0,1.0,1.0,6.0,1.0,2.0,2.0,3.0,1.0,2.0,3.0,2.0,1.0,5.0,1.0,1.0,문화유적지
2453,1.0,5.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,6.0,1.0,2.0,6.0,1.0,2.0,2.0,5.0,4.0,산이나 국립공원
2454,1.0,5.0,3.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,4.0,1.0,3.0,6.0,1.0,1.0,1.0,5.0,3.0,해수욕장이나 바다
2455,1.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,3.0,3.0,1.0,2.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,4.0,해수욕장이나 바다
2456,1.0,5.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,4.0,"강이나 계곡, 유원지 등"
2457,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,3.0,1.0,3.0,3.0,7.0,2.0,1.0,1.0,6.0,1.0,해수욕장이나 바다
2458,1.0,3.0,2.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,6.0,1.0,1.0,2.0,2.0,1.0,1.0,5.0,1.0,해수욕장이나 바다
2459,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,산이나 국립공원
2460,2.0,4.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,6.0,1.0,2.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,"강이나 계곡, 유원지 등"
2461,2.0,4.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,4.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,산이나 국립공원
2462,2.0,5.0,1.0,1.0,1.0,1.0,5.0,2.0,2.0,2.0,2.0,3.0,5.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,"강이나 계곡, 유원지 등"
2463,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,4.0,1.0,2.0,1.0,2.0,1.0,2.0,5.0,4.0,"강이나 계곡, 유원지 등"
2464,2.0,4.0,2.0,1.0,1.0,1.0,6.0,3.0,3.0,6.0,3.0,2.0,3.0,1.0,6.0,2.0,1.0,1.0,5.0,4.0,기타
2465,2.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,4.0,3.0,1.0,3.0,2.0,4.0,2.0,1.0,1.0,5.0,1.0,해수욕장이나 바다
2466,2.0,5.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,6.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,해수욕장이나 바다
2467,2.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,"강이나 계곡, 유원지 등"
2468,2.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,3.0,2.0,1.0,2.0,5.0,2.0,2.0,1.0,1.0,1.0,"강이나 계곡, 유원지 등"
2469,2.0,4.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,3.0,6.0,1.0,4.0,1.0,1.0,1.0,1.0,5.0,1.0,해수욕장이나 바다
2470,1.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,해수욕장이나 바다
2471,2.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,1.0,2.0,3.0,1.0,"강이나 계곡, 유원지 등"
2472,1.0,5.0,5.0,1.0,1.0,1.0,5.0,3.0,2.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,4.0,문화유적지
2473,2.0,4.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,5.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,해수욕장이나 바다
2474,1.0,3.0,1.0,1.0,1.0,1.0,5.0,4.0,2.0,1.0,2.0,5.0,1.0,3.0,6.0,2.0,2.0,1.0,5.0,1.0,"강이나 계곡, 유원지 등"
2475,1.0,4.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,5.0,5.0,해수욕장이나 바다
2476,2.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,6.0,3.0,7.0,4.0,2.0,6.0,3.0,1.0,1.0,5.0,9.0,기타
2477,2.0,4.0,6.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,4.0,3.0,2.0,3.0,2.0,1.0,1.0,5.0,4.0,온천 휴양지
2478,2.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,3.0,2.0,2.0,2.0,1.0,1.0,5.0,1.0,해수욕장이나 바다
2479,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,6.0,1.0,3.0,4.0,1.0,2.0,1.0,1.0,1.0,"강이나 계곡, 유원지 등"
2480,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,6.0,2.0,1.0,2.0,6.0,1.0,해수욕장이나 바다
2481,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,5.0,2.0,2.0,1.0,3.0,5.0,2.0,1.0,1.0,6.0,3.0,"강이나 계곡, 유원지 등"
2482,1.0,3.0,3.0,1.0,1.0,1.0,4.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,5.0,4.0,산이나 국립공원
2483,1.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,2.0,4.0,1.0,2.0,1.0,2.0,1.0,2.0,5.0,9.0,해수욕장이나 바다
2484,2.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,5.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,6.0,1.0,기타
2485,1.0,3.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0,2.0,3.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,4.0,해수욕장이나 바다
2486,1.0,4.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,4.0,2.0,5.0,3.0,2.0,1.0,2.0,2.0,2.0,5.0,3.0,해수욕장이나 바다
2487,2.0,3.0,4.0,1.0,1.0,1.0,1.0,4.0,2.0,4.0,2.0,6.0,1.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,해수욕장이나 바다
2488,1.0,4.0,1.0,1.0,1.0,1.0,6.0,3.0,2.0,2.0,2.0,3.0,1.0,3.0,3.0,2.0,1.0,1.0,5.0,1.0,해수욕장이나 바다
2489,2.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,1.0,1.0,5.0,1.0,"강이나 계곡, 유원지 등"
2490,2.0,3.0,5.0,1.0,1.0,1.0,2.0,2.0,2.0,6.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,온천 휴양지
2491,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,6.0,2.0,1.0,1.0,1.0,1.0,산이나 국립공원
2492,2.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,기타
2493,2.0,4.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,2.0,1.0,4.0,1.0,2.0,6.0,2.0,1.0,1.0,1.0,3.0,"강이나 계곡, 유원지 등"
2494,2.0,2.0,6.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,해수욕장이나 바다
2495,1.0,2.0,5.0,1.0,1.0,1.0,2.0,3.0,2.0,4.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,해수욕장이나 바다
2496,2.0,2.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,4.0,1.0,2.0,6.0,1.0,1.0,1.0,2.0,1.0,산이나 국립공원
2497,2.0,4.0,2.0,1.0,1.0,1.0,1.0,5.0,2.0,6.0,3.0,5.0,1.0,2.0,1.0,2.0,2.0,5.0,5.0,1.0,해수욕장이나 바다
2498,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,4.0,"강이나 계곡, 유원지 등"
2499,2.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,4.0,1.0,2.0,6.0,2.0,1.0,2.0,1.0,4.0,"강이나 계곡, 유원지 등"
2500,1.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,5.0,1.0,2.0,1.0,2.0,2.0,1.0,4.0,4.0,"강이나 계곡, 유원지 등"
2501,1.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,3.0,3.0,5.0,1.0,1.0,3.0,3.0,2.0,1.0,5.0,4.0,해수욕장이나 바다
2502,2.0,3.0,2.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,5.0,5.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,9.0,기타
2503,2.0,3.0,5.0,1.0,1.0,1.0,6.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,6.0,1.0,1.0,1.0,5.0,9.0,"강이나 계곡, 유원지 등"
2504,2.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,6.0,1.0,문화유적지
2505,2.0,3.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,해수욕장이나 바다
2506,1.0,2.0,5.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,해수욕장이나 바다
2507,1.0,4.0,4.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,5.0,1.0,3.0,6.0,1.0,1.0,1.0,5.0,3.0,해수욕장이나 바다
2508,1.0,3.0,2.0,1.0,1.0,1.0,2.0,6.0,2.0,4.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,해수욕장이나 바다
2509,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,5.0,1.0,해수욕장이나 바다
2510,1.0,4.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,해수욕장이나 바다
2511,2.0,4.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,2.0,7.0,1.0,1.0,6.0,3.0,1.0,1.0,5.0,4.0,해수욕장이나 바다
2512,2.0,4.0,5.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,2.0,5.0,2.0,1.0,1.0,1.0,4.0,해수욕장이나 바다
2513,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,6.0,3.0,2.0,1.0,5.0,1.0,해수욕장이나 바다
2514,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,5.0,9.0,해수욕장이나 바다
2515,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,해수욕장이나 바다
2516,1.0,5.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,5.0,해수욕장이나 바다
2517,2.0,2.0,3.0,1.0,1.0,1.0,6.0,2.0,2.0,1.0,2.0,4.0,1.0,3.0,4.0,2.0,1.0,1.0,3.0,2.0,문화유적지
2518,2.0,2.0,3.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,6.0,2.0,1.0,1.0,1.0,9.0,"강이나 계곡, 유원지 등"
2519,2.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,6.0,3.0,1.0,1.0,5.0,1.0,"강이나 계곡, 유원지 등"
2520,1.0,4.0,6.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,4.0,1.0,2.0,6.0,2.0,1.0,2.0,3.0,3.0,해수욕장이나 바다
2521,2.0,4.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,3.0,6.0,2.0,2.0,1.0,1.0,4.0,해수욕장이나 바다
2522,2.0,4.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,5.0,1.0,3.0,1.0,2.0,4.0,2.0,1.0,1.0,3.0,1.0,해수욕장이나 바다
2523,2.0,2.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,5.0,1.0,해수욕장이나 바다
2524,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,"강이나 계곡, 유원지 등"
2525,1.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,4.0,1.0,2.0,3.0,2.0,2.0,2.0,5.0,1.0,"강이나 계곡, 유원지 등"
2526,1.0,4.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,4.0,해수욕장이나 바다
2527,1.0,2.0,4.0,1.0,1.0,1.0,5.0,3.0,1.0,1.0,2.0,4.0,1.0,2.0,5.0,1.0,1.0,2.0,1.0,1.0,해수욕장이나 바다
2528,1.0,3.0,6.0,1.0,1.0,1.0,3.0,2.0,2.0,4.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,4.0,1.0,"강이나 계곡, 유원지 등"
2529,2.0,4.0,3.0,1.0,1.0,1.0,1.0,6.0,2.0,1.0,2.0,4.0,1.0,2.0,6.0,3.0,1.0,1.0,5.0,3.0,산이나 국립공원
2530,2.0,4.0,6.0,1.0,1.0,1.0,1.0,2.0,3.0,6.0,3.0,3.0,1.0,2.0,6.0,2.0,1.0,1.0,5.0,1.0,"강이나 계곡, 유원지 등"
2531,1.0,3.0,1.0,1.0,1.0,1.0,2.0,5.0,2.0,1.0,1.0,6.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,해수욕장이나 바다
2532,1.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,4.0,해수욕장이나 바다
2533,2.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,6.0,2.0,2.0,6.0,5.0,1.0,온천 휴양지
2534,2.0,3.0,3.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,3.0,1.0,3.0,6.0,2.0,1.0,1.0,5.0,1.0,해수욕장이나 바다
2535,2.0,3.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,5.0,3.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,5.0,9.0,해수욕장이나 바다
2536,2.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,2.0,4.0,2.0,2.0,1.0,3.0,4.0,2.0,1.0,1.0,5.0,1.0,"강이나 계곡, 유원지 등"
2537,1.0,3.0,4.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,산이나 국립공원
2538,2.0,2.0,2.0,1.0,1.0,1.0,3.0,4.0,3.0,1.0,1.0,7.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,"강이나 계곡, 유원지 등"
2539,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,기타
2540,2.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,해수욕장이나 바다
2541,2.0,2.0,2.0,1.0,1.0,1.0,3.0,4.0,2.0,1.0,2.0,6.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,해수욕장이나 바다
2542,1.0,4.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,6.0,3.0,1.0,4.0,1.0,8.0,온천 휴양지
2543,1.0,2.0,5.0,1.0,1.0,1.0,5.0,2.0,2.0,1.0,2.0,4.0,1.0,2.0,2.0,2.0,1.0,2.0,5.0,4.0,해수욕장이나 바다
2544,2.0,3.0,2.0,1.0,1.0,1.0,5.0,4.0,2.0,1.0,2.0,5.0,4.0,1.0,2.0,2.0,1.0,1.0,6.0,1.0,해수욕장이나 바다
2545,2.0,4.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,5.0,1.0,3.0,2.0,2.0,1.0,1.0,6.0,9.0,해수욕장이나 바다
2546,1.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,3.0,4.0,6.0,2.0,3.0,1.0,5.0,1.0,"강이나 계곡, 유원지 등"
2547,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,1.0,2.0,5.0,2.0,3.0,1.0,2.0,1.0,산이나 국립공원
2548,2.0,2.0,5.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,5.0,2.0,5.0,3.0,1.0,5.0,3.0,4.0,"강이나 계곡, 유원지 등"
2549,2.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,"강이나 계곡, 유원지 등"
2550,1.0,2.0,4.0,1.0,1.0,1.0,1.0,6.0,2.0,4.0,2.0,6.0,1.0,1.0,3.0,2.0,2.0,1.0,3.0,1.0,"강이나 계곡, 유원지 등"
2551,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,5.0,4.0,"강이나 계곡, 유원지 등"
2552,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,6.0,2.0,3.0,2.0,5.0,1.0,해수욕장이나 바다
2553,1.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,2.0,4.0,1.0,2.0,4.0,2.0,1.0,2.0,5.0,1.0,"강이나 계곡, 유원지 등"
2554,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,산이나 국립공원
2555,2.0,2.0,4.0,1.0,1.0,1.0,4.0,3.0,2.0,1.0,2.0,2.0,1.0,3.0,6.0,2.0,1.0,2.0,1.0,1.0,"강이나 계곡, 유원지 등"
2556,1.0,3.0,2.0,1.0,1.0,1.0,1.0,6.0,3.0,6.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,4.0,1.0,"강이나 계곡, 유원지 등"
2557,2.0,2.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,7.0,9.0,기타
2558,1.0,5.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,5.0,1.0,3.0,1.0,2.0,1.0,1.0,6.0,2.0,해수욕장이나 바다
2559,2.0,4.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,4.0,2.0,4.0,1.0,3.0,3.0,2.0,2.0,1.0,7.0,1.0,"강이나 계곡, 유원지 등"
2560,2.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,5.0,1.0,해수욕장이나 바다
2561,2.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,3.0,5.0,1.0,2.0,1.0,2.0,1.0,7.0,5.0,1.0,해수욕장이나 바다
2562,1.0,3.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,3.0,2.0,1.0,1.0,6.0,4.0,1.0,2.0,5.0,1.0,문화유적지
2563,1.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,"강이나 계곡, 유원지 등"
2564,1.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,5.0,1.0,"강이나 계곡, 유원지 등"
2565,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,1.0,3.0,3.0,2.0,1.0,1.0,3.0,1.0,기타
2566,2.0,2.0,6.0,1.0,1.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,1.0,해수욕장이나 바다
2567,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,6.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,6.0,9.0,해수욕장이나 바다
2568,1.0,3.0,2.0,1.0,1.0,1.0,2.0,6.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,5.0,4.0,해수욕장이나 바다
2569,1.0,5.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,5.0,2.0,4.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,해수욕장이나 바다
2570,1.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0,4.0,1.0,2.0,3.0,2.0,1.0,1.0,3.0,1.0,산이나 국립공원
2571,2.0,4.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,4.0,2.0,3.0,1.0,2.0,6.0,2.0,1.0,1.0,5.0,1.0,"강이나 계곡, 유원지 등"
2572,2.0,3.0,2.0,1.0,1.0,1.0,6.0,4.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,6.0,5.0,1.0,온천 휴양지
2573,2.0,4.0,3.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,6.0,1.0,2.0,1.0,2.0,1.0,1.0,5.0,3.0,산이나 국립공원
