,sex,age,area,q1,q3,q6,q9,q10,q11,q12,q13,q14,q15,q16,q17,q18,q19,q20,q21,q22,target_q7
561,2.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,2.0,2.0,1.0,5.0,5.0,1.0,"강이나 계곡, 유원지 등"
562,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,3.0,2.0,1.0,6.0,6.0,9.0,"강이나 계곡, 유원지 등"
563,1.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,4.0,1.0,1.0,"강이나 계곡, 유원지 등"
564,1.0,5.0,6.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,2.0,5.0,1.0,3.0,1.0,2.0,1.0,1.0,5.0,3.0,산이나 국립공원
565,2.0,2.0,3.0,1.0,1.0,1.0,2.0,4.0,3.0,6.0,2.0,3.0,3.0,2.0,4.0,3.0,1.0,1.0,1.0,3.0,기타
566,1.0,5.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,6.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,8.0,기타
567,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,3.0,6.0,2.0,1.0,1.0,5.0,1.0,해수욕장이나 바다
568,1.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,3.0,2.0,4.0,"강이나 계곡, 유원지 등"
569,1.0,4.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,3.0,1.0,4.0,1.0,4.0,6.0,2.0,1.0,2.0,5.0,5.0,해수욕장이나 바다
570,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,2.0,3.0,1.0,2.0,5.0,3.0,2.0,1.0,5.0,1.0,해수욕장이나 바다
571,2.0,5.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,3.0,2.0,1.0,1.0,5.0,1.0,해수욕장이나 바다
572,2.0,3.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,3.0,4.0,1.0,2.0,"강이나 계곡, 유원지 등"
573,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,6.0,3.0,2.0,2.0,1.0,6.0,2.0,1.0,1.0,5.0,9.0,해수욕장이나 바다
574,2.0,3.0,3.0,1.0,1.0,1.0,4.0,1.0,2.0,4.0,2.0,1.0,1.0,3.0,6.0,1.0,2.0,1.0,1.0,1.0,기타
575,2.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,2.0,6.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,6.0,1.0,기타
576,1.0,3.0,2.0,1.0,1.0,1.0,3.0,6.0,2.0,1.0,3.0,7.0,4.0,3.0,1.0,2.0,1.0,1.0,5.0,1.0,해수욕장이나 바다
577,2.0,3.0,6.0,1.0,1.0,1.0,1.0,3.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,해수욕장이나 바다
578,2.0,4.0,6.0,1.0,1.0,1.0,5.0,3.0,2.0,2.0,3.0,6.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,3.0,해수욕장이나 바다
579,2.0,2.0,5.0,1.0,1.0,1.0,6.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,4.0,2.0,2.0,1.0,1.0,9.0,해수욕장이나 바다
580,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,3.0,1.0,1.0,2.0,6.0,2.0,1.0,2.0,6.0,1.0,해수욕장이나 바다
581,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,3.0,2.0,2.0,3.0,7.0,2.0,1.0,6.0,5.0,9.0,문화유적지
582,2.0,4.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,6.0,1.0,"강이나 계곡, 유원지 등"
583,2.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,1.0,3.0,6.0,2.0,2.0,1.0,5.0,2.0,"강이나 계곡, 유원지 등"
584,1.0,5.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,4.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,산이나 국립공원
585,2.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,2.0,4.0,1.0,2.0,1.0,2.0,2.0,6.0,1.0,3.0,"강이나 계곡, 유원지 등"
586,2.0,2.0,2.0,1.0,1.0,1.0,5.0,3.0,2.0,4.0,2.0,4.0,1.0,2.0,2.0,2.0,1.0,1.0,5.0,1.0,산이나 국립공원
587,2.0,4.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,5.0,1.0,3.0,6.0,2.0,1.0,5.0,6.0,1.0,문화유적지
588,2.0,2.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,6.0,1.0,"강이나 계곡, 유원지 등"
589,1.0,2.0,7.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,2.0,해수욕장이나 바다
590,2.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,4.0,3.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,5.0,4.0,"강이나 계곡, 유원지 등"
591,1.0,5.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,3.0,2.0,7.0,5.0,5.0,"강이나 계곡, 유원지 등"
592,2.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,6.0,5.0,8.0,해수욕장이나 바다
593,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,5.0,3.0,4.0,1.0,4.0,6.0,1.0,1.0,1.0,5.0,4.0,"강이나 계곡, 유원지 등"
594,2.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,5.0,1.0,"강이나 계곡, 유원지 등"
595,1.0,2.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,3.0,1.0,해수욕장이나 바다
596,1.0,5.0,1.0,1.0,1.0,1.0,1.0,6.0,2.0,2.0,2.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,"강이나 계곡, 유원지 등"
597,1.0,3.0,6.0,1.0,1.0,1.0,4.0,5.0,2.0,4.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,6.0,2.0,온천 휴양지
598,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,3.0,1.0,3.0,6.0,2.0,2.0,1.0,1.0,9.0,"강이나 계곡, 유원지 등"
599,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,1.0,2.0,4.0,4.0,2.0,1.0,1.0,3.0,1.0,문화유적지
600,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,5.0,1.0,2.0,5.0,2.0,1.0,2.0,3.0,9.0,해수욕장이나 바다
601,2.0,3.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,6.0,2.0,3.0,1.0,3.0,3.0,2.0,1.0,2.0,5.0,2.0,"강이나 계곡, 유원지 등"
602,2.0,3.0,2.0,1.0,1.0,1.0,1.0,6.0,2.0,6.0,3.0,5.0,1.0,2.0,3.0,1.0,2.0,1.0,5.0,1.0,기타
603,1.0,5.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,3.0,3.0,1.0,3.0,1.0,2.0,1.0,1.0,5.0,1.0,산이나 국립공원
604,1.0,5.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,3.0,1.0,3.0,4.0,2.0,1.0,2.0,1.0,1.0,"강이나 계곡, 유원지 등"
605,2.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,"강이나 계곡, 유원지 등"
606,2.0,3.0,4.0,1.0,1.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,해수욕장이나 바다
607,2.0,3.0,4.0,1.0,1.0,1.0,4.0,1.0,3.0,2.0,2.0,2.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,4.0,"강이나 계곡, 유원지 등"
608,1.0,4.0,2.0,1.0,1.0,1.0,3.0,5.0,2.0,1.0,1.0,6.0,1.0,3.0,2.0,1.0,3.0,1.0,6.0,9.0,온천 휴양지
609,2.0,3.0,4.0,1.0,1.0,1.0,2.0,3.0,3.0,6.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,"강이나 계곡, 유원지 등"
610,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,5.0,2.0,1.0,2.0,5.0,4.0,해수욕장이나 바다
611,2.0,3.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,4.0,1.0,1.0,1.0,5.0,1.0,"강이나 계곡, 유원지 등"
612,2.0,2.0,3.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,7.0,3.0,"강이나 계곡, 유원지 등"
613,2.0,3.0,2.0,1.0,1.0,1.0,1.0,5.0,2.0,6.0,2.0,1.0,1.0,4.0,4.0,2.0,1.0,2.0,5.0,1.0,기타
614,1.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,5.0,3.0,6.0,해수욕장이나 바다
615,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,6.0,1.0,1.0,1.0,5.0,1.0,산이나 국립공원
616,2.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,6.0,1.0,3.0,1.0,2.0,2.0,1.0,5.0,1.0,해수욕장이나 바다
617,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,3.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,5.0,1.0,"강이나 계곡, 유원지 등"
618,1.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,6.0,3.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,6.0,3.0,해수욕장이나 바다
619,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,4.0,산이나 국립공원
620,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,6.0,2.0,1.0,1.0,5.0,1.0,해수욕장이나 바다
621,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,5.0,2.0,1.0,2.0,5.0,1.0,산이나 국립공원
622,2.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,4.0,해수욕장이나 바다
623,2.0,3.0,1.0,1.0,1.0,1.0,2.0,5.0,2.0,5.0,3.0,3.0,1.0,3.0,3.0,2.0,1.0,1.0,6.0,1.0,해수욕장이나 바다
624,2.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,6.0,2.0,4.0,1.0,2.0,6.0,1.0,1.0,1.0,5.0,1.0,"강이나 계곡, 유원지 등"
625,2.0,4.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,해수욕장이나 바다
626,1.0,5.0,5.0,1.0,1.0,1.0,4.0,3.0,2.0,2.0,2.0,5.0,1.0,3.0,1.0,2.0,2.0,1.0,5.0,5.0,문화유적지
627,2.0,3.0,3.0,1.0,1.0,1.0,1.0,4.0,2.0,6.0,2.0,6.0,1.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,기타
628,2.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,3.0,2.0,2.0,7.0,1.0,1.0,해수욕장이나 바다
629,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,3.0,1.0,2.0,1.0,1.0,5.0,4.0,해수욕장이나 바다
630,2.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,3.0,5.0,1.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,"강이나 계곡, 유원지 등"
631,2.0,2.0,3.0,1.0,1.0,1.0,2.0,5.0,2.0,2.0,2.0,4.0,2.0,2.0,4.0,2.0,1.0,1.0,3.0,1.0,"강이나 계곡, 유원지 등"
632,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,6.0,2.0,1.0,1.0,3.0,1.0,"강이나 계곡, 유원지 등"
633,1.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,7.0,1.0,3.0,2.0,1.0,1.0,1.0,5.0,9.0,해수욕장이나 바다
634,1.0,3.0,4.0,1.0,1.0,1.0,1.0,3.0,2.0,6.0,2.0,5.0,1.0,1.0,4.0,3.0,1.0,1.0,5.0,1.0,"강이나 계곡, 유원지 등"
635,2.0,5.0,6.0,1.0,1.0,1.0,4.0,3.0,2.0,1.0,2.0,5.0,1.0,2.0,3.0,2.0,2.0,1.0,5.0,4.0,"강이나 계곡, 유원지 등"
636,2.0,2.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,3.0,2.0,1.0,1.0,3.0,1.0,"강이나 계곡, 유원지 등"
637,1.0,3.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,5.0,2.0,4.0,1.0,2.0,6.0,2.0,1.0,1.0,4.0,1.0,해수욕장이나 바다
638,2.0,4.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,6.0,4.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,해수욕장이나 바다
639,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,4.0,1.0,"강이나 계곡, 유원지 등"
640,2.0,4.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,2.0,3.0,1.0,2.0,3.0,2.0,2.0,6.0,6.0,1.0,"강이나 계곡, 유원지 등"
641,1.0,2.0,3.0,1.0,1.0,1.0,4.0,5.0,4.0,1.0,2.0,2.0,5.0,2.0,4.0,1.0,1.0,2.0,5.0,1.0,기타
642,1.0,3.0,3.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,6.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,해수욕장이나 바다
643,2.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,2.0,3.0,1.0,3.0,1.0,해수욕장이나 바다
644,1.0,3.0,2.0,2.0,1.0,1.0,1.0,4.0,2.0,5.0,2.0,6.0,1.0,3.0,2.0,1.0,1.0,2.0,6.0,9.0,산이나 국립공원
645,2.0,4.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,6.0,2.0,6.0,1.0,2.0,2.0,3.0,2.0,1.0,6.0,1.0,해수욕장이나 바다
646,2.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,3.0,6.0,1.0,2.0,4.0,3.0,2.0,1.0,5.0,1.0,온천 휴양지
647,2.0,4.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,2.0,6.0,1.0,3.0,6.0,1.0,1.0,7.0,5.0,4.0,해수욕장이나 바다
648,2.0,3.0,4.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,3.0,6.0,2.0,1.0,2.0,1.0,9.0,기타
649,2.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,"강이나 계곡, 유원지 등"
650,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,6.0,2.0,1.0,1.0,5.0,1.0,해수욕장이나 바다
651,1.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,5.0,2.0,1.0,1.0,5.0,1.0,"강이나 계곡, 유원지 등"
652,2.0,2.0,6.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,6.0,1.0,"강이나 계곡, 유원지 등"
653,2.0,3.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,"강이나 계곡, 유원지 등"
654,1.0,3.0,2.0,1.0,1.0,1.0,5.0,3.0,2.0,4.0,2.0,5.0,1.0,2.0,3.0,2.0,1.0,1.0,5.0,2.0,산이나 국립공원
655,1.0,2.0,3.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,3.0,1.0,2.0,5.0,3.0,1.0,2.0,1.0,4.0,해수욕장이나 바다
656,2.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,2.0,4.0,6.0,2.0,1.0,2.0,1.0,1.0,해수욕장이나 바다
657,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,5.0,1.0,3.0,해수욕장이나 바다
658,1.0,5.0,5.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,6.0,2.0,1.0,5.0,5.0,2.0,해수욕장이나 바다
659,2.0,3.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,5.0,9.0,"강이나 계곡, 유원지 등"
660,1.0,2.0,7.0,1.0,1.0,1.0,2.0,3.0,3.0,4.0,1.0,1.0,5.0,3.0,6.0,1.0,1.0,1.0,5.0,1.0,기타
661,1.0,4.0,3.0,1.0,1.0,1.0,1.0,4.0,2.0,5.0,3.0,4.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,"강이나 계곡, 유원지 등"
662,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,6.0,4.0,"강이나 계곡, 유원지 등"
663,1.0,4.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,4.0,해수욕장이나 바다
664,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,7.0,1.0,2.0,6.0,2.0,1.0,5.0,6.0,8.0,"강이나 계곡, 유원지 등"
665,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,3.0,2.0,2.0,1.0,1.0,5.0,1.0,"강이나 계곡, 유원지 등"
666,2.0,2.0,5.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,3.0,3.0,2.0,6.0,3.0,1.0,2.0,5.0,1.0,해수욕장이나 바다
667,2.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,4.0,1.0,2.0,3.0,2.0,1.0,1.0,5.0,2.0,기타
668,1.0,4.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,5.0,2.0,2.0,2.0,4.0,6.0,2.0,2.0,1.0,1.0,1.0,기타
669,2.0,2.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,해수욕장이나 바다
670,1.0,3.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,해수욕장이나 바다
671,1.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0,3.0,1.0,3.0,4.0,1.0,1.0,1.0,7.0,1.0,"강이나 계곡, 유원지 등"
672,1.0,4.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,5.0,2.0,4.0,1.0,3.0,4.0,1.0,2.0,1.0,5.0,4.0,"강이나 계곡, 유원지 등"
673,2.0,2.0,2.0,1.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,5.0,1.0,기타
674,1.0,3.0,5.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,해수욕장이나 바다
675,1.0,5.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,3.0,2.0,1.0,2.0,6.0,1.0,1.0,1.0,1.0,4.0,"강이나 계곡, 유원지 등"
676,1.0,3.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,5.0,9.0,"강이나 계곡, 유원지 등"
677,1.0,4.0,5.0,1.0,1.0,1.0,6.0,4.0,2.0,1.0,2.0,4.0,1.0,2.0,1.0,2.0,2.0,5.0,3.0,3.0,문화유적지
678,1.0,4.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,3.0,5.0,1.0,2.0,1.0,3.0,2.0,1.0,5.0,1.0,기타
679,2.0,4.0,4.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,4.0,1.0,2.0,3.0,1.0,1.0,1.0,5.0,4.0,온천 휴양지
680,1.0,5.0,2.0,1.0,1.0,1.0,4.0,3.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,해수욕장이나 바다
681,2.0,4.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,6.0,2.0,5.0,1.0,3.0,6.0,2.0,1.0,2.0,3.0,1.0,"강이나 계곡, 유원지 등"
682,2.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,5.0,2.0,2.0,5.0,2.0,6.0,3.0,2.0,1.0,6.0,1.0,문화유적지
683,2.0,3.0,5.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,4.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,해수욕장이나 바다
684,2.0,2.0,7.0,1.0,1.0,1.0,3.0,3.0,2.0,6.0,3.0,1.0,3.0,2.0,5.0,2.0,2.0,1.0,5.0,1.0,해수욕장이나 바다
685,1.0,3.0,5.0,1.0,1.0,1.0,5.0,2.0,2.0,3.0,2.0,5.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0,해수욕장이나 바다
686,2.0,3.0,4.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,2.0,3.0,1.0,3.0,1.0,3.0,2.0,2.0,1.0,1.0,"강이나 계곡, 유원지 등"
687,2.0,2.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,6.0,2.0,3.0,3.0,2.0,4.0,1.0,1.0,1.0,6.0,1.0,기타
688,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,5.0,1.0,2.0,6.0,2.0,1.0,1.0,5.0,1.0,해수욕장이나 바다
689,2.0,4.0,2.0,1.0,1.0,1.0,5.0,2.0,2.0,1.0,1.0,6.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,해수욕장이나 바다
690,2.0,2.0,3.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,2.0,2.0,1.0,해수욕장이나 바다
691,2.0,3.0,6.0,1.0,1.0,1.0,1.0,6.0,1.0,5.0,2.0,5.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,2.0,해수욕장이나 바다
692,2.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,4.0,1.0,2.0,6.0,2.0,1.0,1.0,3.0,3.0,"강이나 계곡, 유원지 등"
693,1.0,4.0,2.0,1.0,1.0,1.0,2.0,6.0,2.0,3.0,2.0,6.0,1.0,3.0,1.0,2.0,1.0,2.0,5.0,2.0,"강이나 계곡, 유원지 등"
694,2.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,5.0,1.0,"강이나 계곡, 유원지 등"
695,2.0,3.0,1.0,1.0,1.0,1.0,3.0,6.0,2.0,2.0,2.0,4.0,1.0,2.0,4.0,2.0,2.0,2.0,5.0,1.0,"강이나 계곡, 유원지 등"
696,1.0,4.0,5.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,5.0,1.0,3.0,6.0,1.0,1.0,1.0,5.0,5.0,해수욕장이나 바다
697,1.0,4.0,6.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,5.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,해수욕장이나 바다
698,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,4.0,3.0,3.0,3.0,2.0,1.0,1.0,5.0,1.0,해수욕장이나 바다
699,2.0,3.0,6.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,2.0,3.0,1.0,2.0,3.0,3.0,1.0,2.0,5.0,1.0,온천 휴양지
700,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,3.0,1.0,4.0,6.0,1.0,1.0,5.0,3.0,1.0,산이나 국립공원
701,2.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,4.0,3.0,2.0,4.0,2.0,1.0,1.0,6.0,4.0,산이나 국립공원
702,1.0,5.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,6.0,1.0,1.0,3.0,2.0,1.0,1.0,5.0,8.0,해수욕장이나 바다
703,2.0,2.0,4.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,4.0,해수욕장이나 바다
704,1.0,5.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,5.0,2.0,6.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,7.0,"강이나 계곡, 유원지 등"
705,2.0,2.0,3.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,1.0,3.0,4.0,1.0,1.0,1.0,3.0,9.0,기타
706,1.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,해수욕장이나 바다
707,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,5.0,1.0,"강이나 계곡, 유원지 등"
708,1.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,4.0,1.0,2.0,6.0,2.0,2.0,1.0,5.0,4.0,"강이나 계곡, 유원지 등"
